engine_size,horsepower,weight,year,mpg
436.73552034313656,362.4218345973156,225.79099034893602,707.8681777994389,6590.574237794752
532.7232613076989,545.9626990126344,24.34223057791518,356.5324424384603,7710.126309326108
227.0940001766073,550.8438031627505,943.8398411849472,968.8908242059232,2064.6037754944514
599.6777506399554,213.23645041457397,171.30736534883184,551.9938171382784,1749.1654481900653
341.5474742440606,539.305514857053,554.2107018602948,770.9418795654096,4842.528961374666
115.69269469238242,989.5039271547971,898.6526784732728,229.54882123518695,1867.9531785986592
735.8123398467962,747.8975814909442,690.548124831951,305.7120639696034,5636.549599273366
130.76297037413454,905.1829276246257,162.73705797683925,242.2871340953009,9007.287862527372
975.2285894308981,784.6425877093708,489.07823076543957,681.7279029703385,2334.411520497928
310.73114325671725,195.02058954384415,187.1567732840098,857.5718306818575,6454.869430875426
430.7610806215633,48.33162836330551,680.7460040351597,119.46550486578977,4353.67216785627
539.830585404998,183.04354592712392,453.0445643323465,685.4031286428467,2327.0818021000505
345.2539401925776,59.7324027655155,626.1793647690048,813.8149943938918,5782.801715302176
483.02024557010293,628.0762167069422,423.6403128289482,785.4185854198656,8352.650854171574
176.06512167012644,460.6334364081891,604.1205582747035,97.41244411059036,2565.5770504317925
171.75271321175535,148.81002258676924,109.83484233027396,462.69018203503,4268.897865106948
103.21227780664788,887.0611075830127,987.2568721324549,6.224316913675199,8405.249268373405
583.073316904302,460.64876422328547,758.6689952821795,601.2215049886618,1267.3655833159391
104.15802558669573,310.118646524208,982.9208645028516,305.25389029148766,5008.7986037351375
372.4229549216283,768.2880182084739,444.3923228811033,696.8608566590664,8818.368810288905
777.590286871062,623.7810003160035,563.6305887141316,897.7000372201122,8152.560799794859
739.1473622547229,810.9913524685663,523.4676661255548,454.8451379118562,6778.423470472266
673.25719437716,887.4312197348276,578.0953756502518,553.9317223543251,2782.522842004259
390.0192497508642,387.4082379945905,321.27585769522017,741.6572086289788,1661.6060400561616
680.1246949559802,994.5862125498627,101.32274793962893,611.5457788713819,8629.161332481943
383.0584976983068,506.76374676450797,184.15376187255305,629.1369854284162,5574.647817317042
549.9696325308861,197.37281936348782,276.01060050233383,580.9087614984585,8378.149886380741
415.25910423914513,88.38486989537542,938.6529189856392,613.6592309441185,4117.734982509948
201.90612654411498,612.5955776653113,374.9703496286232,75.13472769007501,5325.665190571345
297.87034238314646,562.0320382152191,683.5062321641848,546.2611356973254,1956.6803807327215
806.2744396575723,241.27709323064238,59.66884516185333,230.66856393365586,3827.5137116649917
206.5723989310281,316.18010479222835,299.69710550948093,583.0244850047134,7589.089363761978
139.42942486800592,622.0948384744029,582.1556690467673,902.2874631470299,9849.578551950652
408.7120596705842,416.50432488824686,670.7039536859894,805.9465124935072,8852.899290169018
139.0279021966635,988.4951973110756,928.1890172782229,34.038569147841756,8500.828602592876
626.9619703603067,564.7018834741128,917.8355625882265,422.5882024551539,1050.2084320257022
919.637957145309,49.96298861036963,271.0242839475219,220.38008198996883,7565.545642181404
903.744878191638,520.7425243860861,493.4143653867106,338.45583632041354,8457.809398471452
431.83731515120206,590.4909177139098,887.4780639047985,198.87882197945862,1919.823058360225
608.2743237358858,691.7282994225108,47.78556358643748,246.54435807792362,2536.417524416178
375.4435924199755,193.43122648779377,12.865281640315974,486.0769923391286,4335.6626532358005
98.77056230252157,437.06647540858,191.88997343391424,426.5075695226277,3279.8470276204425
877.2989698853256,117.65325321328545,425.04054478711873,301.58717959495107,4949.700916653867
408.80884967157203,298.54762854595873,134.8911132002899,224.1171352051312,7132.763242721876
455.3090392455583,601.2820363871145,382.8693573465628,525.1168306246976,9571.721382412217
950.6734878427951,459.98504639962687,920.0625423347819,699.0363672879018,8780.81003387625
328.442282458924,947.0363753239794,166.3900076127125,682.3526542446791,2504.750974394955
774.4851034192337,285.3199676275737,564.1371625342019,786.418925127896,1890.8172345379248
269.59291622953185,314.24109590352657,198.59520958052713,261.86510913164506,1557.4352940937074
269.02901352870737,472.14563527233975,903.0062818553207,933.6476492396912,8947.126067718968
31.129939207842018,687.0397105397616,708.418976533556,552.1923424835533,4082.2048558773813
244.12690180444085,41.89410462709509,410.36982747257247,796.3663480251433,3879.567075283945
204.92748534708005,134.20433971000767,797.7577679892697,790.2715202391105,6607.007202444454
40.937568514500256,596.547030051721,590.8149525125482,600.0144129459408,7956.6881509842515
735.6115039459537,361.4008120831116,315.7415789627276,486.60024267604473,617.9311590568426
850.3290716312514,192.70807402333057,0.9897124619099307,277.14302542639024,4209.572897955299
855.7312007789459,391.1482223629892,727.3821668622863,72.28409542445513,3563.5355359660734
104.9925316116146,928.3874708837009,960.6509423187077,412.2767647081358,3673.456127829978
764.1647504296886,802.4262296147099,673.0834542534006,828.3822348265262,6908.620565290693
537.046372233826,672.2195108875088,137.35453759446335,122.59736338095739,9102.207473311248
875.4363289244817,335.3894068357156,92.52642957912339,62.28850570328481,479.30748161887357
276.78962871518445,290.46448660417866,786.9676408676588,475.00598695159727,2663.293080104876
795.8594435634009,704.7447467302889,647.6914340868648,822.2525361603273,5120.189435880464
443.703158760299,803.6072550079612,66.49356795057571,693.2470566775818,5640.161354302618
152.02391173784503,506.7343947360362,457.1113127876567,71.42896872926397,6555.719110609824
332.3175084886654,448.7009810897662,427.72729953400136,822.3495543679996,3377.777724500588
457.35334030486297,751.8769297638145,423.7375152403939,957.5431460759909,9199.56944031722
69.15920889071391,0.24187777968076585,296.7622757471363,487.43039726663716,1309.3908397794419
309.40728391473806,26.563534242835196,491.5353264537953,805.3526216917347,1524.7249167208743
391.55122581847826,331.5543720238671,376.6382156090734,277.3841020644912,9515.565285605413
721.6796409937502,135.70737539274324,943.2610765736136,7.17031964790138,8143.319225707182
217.06413560156645,110.20815981525611,803.6791708989828,290.84685294377897,6807.59425577685
285.8801456581097,88.11399616043636,996.7149239573907,902.6299476128273,8019.465510920091
694.1887111954408,793.5739573131665,647.8257469279872,170.9261040436346,2303.5007673805885
380.68764535305723,919.3319159800874,529.2400503662346,935.4695017496688,1162.778054814082
509.5630900288085,969.567392212005,697.9845699445848,660.3624567633123,3459.4384134655575
480.8219201458974,702.0616738610059,311.71318039305805,846.2655191483174,8406.26564292442
20.670116587712005,912.6255863123113,61.32652398848315,704.9491748492244,2971.9178662150925
773.4651992286674,230.6911747891549,450.13390422861687,52.63148896684522,9610.806822494456
432.57169168449985,663.9065380545911,642.4372035671283,578.5763029044475,2411.397949292261
559.306256715809,158.5149671813424,860.0425998826674,613.2598824046124,5395.555892907933
68.34656482708145,693.5540818472148,329.08704487436404,98.39907547774251,3552.42738341025
805.0217667545214,952.6977875462836,629.2441899294399,494.24299568540397,4818.709122787509
746.592684497367,161.53432237843867,184.27131842731293,708.9335106823875,3675.254590216909
601.2610880036135,914.4776591587648,426.0847679367954,0.9714599600174623,3632.8720019336224
384.06925586295125,894.8210114533936,654.2283339819521,275.6608330218745,4150.2851220200755
560.6463782994817,150.0260087561528,887.8782422528681,49.08615113932746,7386.879995402191
930.2409371783505,930.6701378345157,531.5415313810037,571.9449080306305,3365.588782501204
106.23842694012886,68.1146750530467,358.7603984792739,922.8585605160757,1745.2575068568287
1.7901179287103108,80.01363150107466,895.2774327887907,880.5444954131578,1455.9127150238182
414.4560479548606,417.3023695493614,731.6864291490427,671.3713173231927,3481.436659522259
230.06173775750293,266.5279007499999,231.5562538479623,443.047152798452,2310.8426026126604
589.0937737919729,412.59320999383476,727.9248928469716,805.2640235675829,8573.890949939843
630.7419281052107,101.210885126094,380.5232133505615,478.13613365688457,465.1420686841157
402.61144249341186,766.5055095157464,360.9636523887222,413.8154627991735,4595.580925663722
916.5218728745674,104.9578556472417,250.89243010515693,188.27274608455147,8925.260393354314
561.8753706500215,182.05982324072855,306.57761692952965,246.9361821902537,7254.751197234551
754.2554581833074,362.1142545247732,816.7848371682377,771.7588692754301,8715.34720730777
77.26367825705927,300.55329074561587,173.42692812428217,984.6447860899601,3684.6597373310597
803.5347534362268,795.1124625858499,907.8934265698101,219.10806861950937,139.5943868283611
550.1520197503975,101.31684557141452,348.62890927010824,432.18877478938754,6056.183200275074
642.9461326590888,707.3928337497304,315.9911468549863,672.1754247695012,9554.977756791714
459.51082052939853,427.9454022339227,148.23367114903252,435.14485478473443,8168.8398098037815
708.8605806814676,205.96889727350242,936.8167930368548,889.0554103534822,314.1893905127513
890.69328928955,173.61411568333062,313.2172159667821,787.3542162173624,6213.156600137247
131.9954617562553,873.8049384896137,892.5432773191598,279.81119884568784,6664.097109497658
810.6280919208317,853.6759533359718,197.1662179753082,583.2435112323951,5993.106995388961
233.72982041343383,38.36582520798248,435.51813384102866,487.17086911314334,7143.450215179656
357.80704757253943,14.572311286796257,964.9978633804504,202.099246367596,7267.362959641237
247.15101212227196,748.5279574545237,628.4892896670477,730.7680618911547,7439.341901422445
997.8947894768723,963.4503047077958,433.74514397787476,685.3611662763525,6530.813055487083
925.7738492338535,22.628236536104907,274.00294442437246,476.44014068884786,5711.588141341858
622.6378848357025,318.79503628480967,594.5088437962856,665.4473982572619,8469.290195026875
626.358589669937,716.679872368491,284.26482540115194,375.91739940581715,9001.175842082124
460.72251058777726,792.1058704294946,850.1083946224077,623.6081647218107,690.1412485427805
920.6036009491714,470.7465870180437,739.6239432385498,865.3947419419358,7799.790557436283
455.0572504315624,310.266466697443,544.8583401845284,991.392039347204,8012.7491337297
725.7890212511621,253.01723818976473,141.0545686154646,207.50754316694386,6836.320032145562
319.0170321273729,66.71264113089393,233.45001154550337,312.69087042024046,6513.68854592368
888.6673659448899,138.86474937513182,447.75935377015287,492.4727562887291,684.1963126680273
603.6390591069346,772.6564836684412,140.0495515071418,709.8019102530163,1136.4982510629607
642.3635202803754,478.39264665474445,196.8965465066186,591.9337207890818,7027.5876956240645
726.2913497590569,648.3267393772383,823.8823282452325,107.39857199748748,2315.9416423821867
611.7822301785524,320.826738709336,550.1446223840359,425.01856458173495,1833.5177656646783
773.1171312736394,45.80339209013407,657.6258037536002,985.591472609962,7684.575538675873
136.77047412450372,775.6431338622809,916.3899315111178,763.7541936247676,7915.092257465731
315.98181657675684,683.6585724397406,659.31029746201,298.0883502109227,8426.305748138513
745.1904839526975,550.8198649264622,720.2802006663594,945.0506828954635,3051.4810284384184
875.044761084119,862.5984446632883,165.84096178473806,254.98558913537383,6454.958785392536
235.88396827850778,169.21842961138844,308.9584517369319,109.22312015645052,8471.959834683497
19.678290307437727,679.6453234925152,806.1295934280048,349.8811609354251,624.8737294088958
323.4149385350514,653.9075728744124,8.634188957214795,27.12200681278365,1054.844686290801
370.6960392044527,149.76775221918393,448.78253482068055,488.73045263781336,6411.786802992002
444.710148108719,253.225065411826,508.59316764657694,424.6886005933454,9218.969024569302
953.1330256747666,686.750569615885,158.9802777843764,851.4777986570934,6405.485425344922
711.327392357256,246.92121621675423,21.889551985521784,226.0712054584817,2826.439364452815
863.9951719131204,184.27779636403253,671.8105860837425,534.3234563492479,9259.503391242291
167.22588641047508,101.15818196421667,462.4438374055042,512.5596647191636,7324.928612537469
831.6942943935223,229.95713222091752,611.8579327183735,899.0652416512778,7634.81446858173
501.3045301474868,168.20591631673432,47.46505416409674,532.0603739795204,5889.651984804086
332.8716629417786,368.2781732472532,988.1036513892948,807.0623156240464,4359.0738432332
227.34552899593274,63.7605207091968,452.78598099086634,266.17710422158234,8497.383610160212
883.038637103216,273.97880512271,380.9428020595672,874.3472621832293,2465.8251913915174
193.48085494410583,61.92823266685821,361.2006978820986,674.7202100009275,3003.160907753193
191.3713892330905,96.29442788858655,944.5867044008511,983.8962959798323,7011.409665326304
61.78491226056393,802.5818509945105,568.5534858695329,865.6148304582825,4391.127403951597
741.4495227340219,26.92884652735672,875.5388097939677,998.4030816489492,9997.527949343477
679.0345437518553,772.7250047878094,654.9387656285764,553.0231153303378,4655.671953466362
440.2536506123432,269.2179353996237,963.3800601810857,862.6972928693186,9047.04780944249
224.17898754436493,712.2039220618474,519.1215549289775,318.20926125727954,9438.804890924861
381.24231289177055,13.423447650025345,988.6408273786366,433.45194950986246,1873.9422315940612
3.0305623009646565,185.93488934771375,847.257248753521,389.7817985477994,1193.5356621418557
773.7315688709524,718.2207498562892,331.528548016592,217.72943353869812,4755.112570927789
982.2927184258989,601.7240790637179,545.166652656688,777.1637459905234,4705.375807111573
725.9317300390858,816.3884144382669,564.0478839839425,385.90526774029996,2695.0910774079866
241.5563833938399,487.04650345555024,427.31603201719037,506.71556017217154,4718.205083773086
140.8364046182955,527.1765107527882,615.0498027047616,23.232035607599567,9206.852558004683
273.62398856361546,293.8471871760461,726.0205482999313,86.57205304231508,5412.121582471978
918.1339010617,768.6676202503244,751.191175193683,67.43878063236298,5924.675982423949
691.0145458505567,760.4175982738593,162.76046639528852,523.5266416868028,6467.779196763572
860.3215383765843,553.3628563741057,149.20620448482768,917.9369948750264,8287.758666334827
659.8770794762011,703.5029957744774,414.7646511401141,644.6206931432665,9323.963821752013
246.44318917241836,774.7999563493154,387.1294667027796,623.5420841167243,3721.121757570195
990.0163831686278,569.4727342079335,748.1883386615059,108.89794971744881,6456.533750000306
528.5611297721711,147.81317764006695,242.27044454700163,97.80831238709942,5396.658259957513
137.32080138722603,794.9659249813884,831.2888391250539,895.7146212765833,64.14493110249664
836.4586761739674,355.1382936142019,924.0283628564218,856.600422289464,3679.684643971812
188.38294158253854,52.66903448121274,338.5012494684666,643.1656843489909,2883.901299073419
757.3060075786975,424.2162123783597,672.4549586293168,540.1158686602458,6672.49723730748
664.8302209377104,858.3608870712778,331.90518968118266,194.7717930228373,5881.772821195815
644.0717098692957,749.8044069626933,227.12772870679788,22.43917034485321,7358.457465413872
339.3385180579818,727.8053647806821,584.125800611859,724.1526382135157,2344.0676969748497
61.18017613565196,855.050968136351,153.45145568057495,247.1982330218947,794.3615551765804
721.2463612790006,304.0595550130204,31.478067287462498,507.39834092420756,9176.422045358264
312.2099131475886,549.7325189509831,200.25425872769043,941.9686506296075,2127.883409937318
155.23890835793264,606.5791840381102,767.9645068336404,283.2261044870069,4690.836984625639
28.15592137197209,771.0755486239299,905.1475422661272,514.0558305624903,2623.186979038624
948.2261321448993,60.1547033533556,713.8958439392438,657.2973161954485,4886.817232593186
450.27256438924536,415.79851677084775,171.53814065623297,371.8910555092856,5808.603235408842
686.9439838594242,305.914104206604,19.21959557104247,269.92596405745905,7611.467768592257
76.7118453625184,748.5751694917487,402.35566927082635,538.4957767927068,5350.719772732185
440.8070055214038,823.8509271602942,985.9410344393141,158.32356061001363,2915.8490910266546
850.0423996939113,552.7019515506038,786.6589312388955,744.6499680392692,331.3225100089523
687.3172559446294,290.6597659972514,891.883142857014,418.91956603638715,6979.071671210472
745.8079297926693,481.5959409680941,390.66428839780707,872.8152739277576,3958.318737745474
673.711979503727,434.35824280356474,15.43865348843454,924.5092009327356,2124.752074430072
899.5328431211403,78.05815643223724,497.4945913718183,627.9240177526353,7035.2067262876135
943.2267674184078,166.20005331810273,735.607004504539,882.605884590081,3306.843749523736
844.9721754204922,689.1643960317358,541.3251694747502,763.5644974862777,2895.3005455171924
64.75181402747776,866.7554516221852,534.5877465878594,361.4646778129349,4184.080856121413
395.70551922918537,80.51979654375741,665.8742559724287,630.2956220482902,3432.9394122654267
894.892155520635,468.54839884393465,871.9429927349696,23.972993608477154,1890.8052800654539
986.1286298745983,97.47148701320984,629.1677116737162,354.6664761691782,3228.661235397478
234.5437806354572,477.00213973417584,527.5630579307144,934.2492938281614,1815.3126181767443
242.41446004490274,593.5941792612068,414.5449959100205,203.33327813119294,3561.9578967877765
16.33643487169245,267.3019459333572,575.957432549672,787.6688838083859,7636.789608965851
984.1942554733685,812.4285285880264,489.8268965826459,936.8062482553161,8847.113509158915
411.76263562979545,59.45988165696714,620.1900452477082,956.5510152870016,8492.281447192263
754.9297488130819,571.2102345012108,329.0196586324062,811.5027310432494,9510.698058969121
523.8291925433605,240.28561351971612,556.5831772490083,114.76275046457529,7562.687668193111
691.8911474629582,492.1416620035284,222.1260402752946,848.4755713735454,2268.8083221002244
889.9093264713521,729.0292228442661,620.4024308852283,631.8053627601529,8201.271685307558
77.5583251519133,870.3222164383072,996.5741102062584,131.51771168074845,348.99233331758154
911.7824794323817,437.9197243012165,430.5532401402605,96.68043749566702,7920.707407548967
45.018540381688396,298.32737012943113,96.76612383784322,796.787849059642,778.1458396128393
84.20656296502527,644.993405368561,619.5391227304132,572.6570783657108,4024.473039130716
962.07266327698,962.5445159743796,468.57246656231723,408.2149503888353,5685.140797970006
452.5596235319972,649.8056266363925,537.2309764342205,338.9286380893226,1518.9693007321137
806.6205510162476,936.9924677310919,544.2381025208606,397.6874369808511,7321.871720285607
650.4166732498046,90.04722773783568,778.8931557713709,948.4321105578231,7065.491052754629
33.51675494024842,329.8659131980606,268.508421543721,891.9616120904205,2467.2235321515354
649.6998837750217,597.1319823922252,245.3498298264255,161.53415245132385,7327.47806868122
705.3857193443985,644.7744466689269,478.1748192593623,289.7981020744863,5299.048206658148
259.27781503275673,871.7500807724082,772.635233565275,537.4272165411236,7680.66366465951
759.3152015262109,309.7383772384652,257.0911753388849,298.0927071937669,2724.7535023008995
371.3981586560222,30.37809957833626,436.9644344859741,84.78995974518178,3442.4013102675076
478.9012127547243,271.5932595517734,365.13403680187963,604.7877768929792,6152.909161933668
231.83660646933924,654.1684804666295,164.75538307506065,253.0270304327853,6240.1008202506855
627.1621817340481,391.2193032808593,97.18581335919252,539.7156267692762,7266.348334892964
770.0290322622021,714.880718588242,300.5910353762242,250.36093818676986,1423.2151365073041
860.1282670298483,746.0912886391721,704.7793452551407,357.99760679493045,2817.3007195696523
942.2725128712061,579.9355631989358,844.5914484904162,557.915308382514,8024.715604752288
366.79654138024233,704.8053455194471,914.0779277966077,608.0028331214747,9945.750143679856
0.2275126334956301,392.3457333197129,716.8396381772906,398.0943523332512,3860.6090870589096
351.1768814557199,907.200060532673,586.0362224308383,472.5762509891147,9014.593492429462
215.29609134283402,856.2457575846722,259.9641704848423,919.4265083936849,6735.045336875072
426.1066936860629,733.4536022230328,677.6804396370507,504.77994745940924,9138.772322949497
623.0160555140563,894.2614349848551,359.85289415017195,601.6477504003226,689.0874047276718
496.36127147365283,405.0334491116061,91.06405931283035,483.8700910705491,3510.3220563659966
177.71965571225158,56.551636695825856,898.421780326317,668.7424331187894,5321.358018880019
905.6268063051716,392.403887406249,681.8701013028463,847.4916465771734,9811.9820432376
235.73105480367406,959.5102164669097,385.35204155638627,904.3090802332179,3970.652512220837
546.8672995743981,482.77809866008334,909.6299600752823,654.6437900693629,5570.8227782192635
154.31997274040887,869.2041693022657,638.6156003823135,304.2059376282681,9442.930933473772
85.45581145413705,28.623154678412142,396.1388899406346,668.432794960176,3303.2559463225853
658.5081468692388,281.09586129522046,175.78456112371543,411.97751210275203,9770.32548378001
123.12625472776828,426.3405724037365,472.7073843484394,393.79983299701695,9866.955100661797
864.1452727150403,108.01616125520086,118.14652299662743,308.6874163928838,574.4258809198755
624.1862004391993,469.41048178193864,355.44306882453736,179.41284030969817,4149.87747283143
849.2242667954652,237.16213705918133,673.5127114675125,40.47805041100905,1463.7989557999422
726.2254687099329,180.89820301260383,863.5603007489508,333.9134124893928,6497.884544412936
613.893203173503,481.68839470472244,632.980275988037,465.63209329616797,872.1482626959909
28.61735673418131,186.0275552886108,177.02028417086035,715.5680618846193,4865.414423483178
106.16666784407325,399.82234087037926,916.6146193685535,344.0097555728171,2990.773248514338
21.80929955023181,727.0192347392282,792.5814362807043,584.4259946507425,7067.583585182597
397.6910527345985,242.00888030390456,850.2244826529176,9.183028107540125,4746.504771103535
278.1555529286066,756.8680836354014,37.986983543613185,17.327961267604053,2917.246760788913
785.7902704742639,250.88088302687527,112.285020301502,640.3814416718103,8845.033263054122
111.79277199379689,20.2363786905827,744.6212915953132,274.8006668535745,1579.7522523752207
388.85904511707935,715.4740328124213,712.8798483764873,914.6395531799391,5499.796340788153
387.0519008477937,183.37111552824493,682.9867712213976,509.0957235730441,7921.273072682765
858.3538446767353,210.0598277900513,304.6521890445092,431.17531936075216,7176.028601722799
654.8457032052147,55.19772964969438,236.38505654572216,615.0072556033184,1647.0864323931632
324.55430924031316,959.5679071178083,288.31532251792305,339.2508099110354,3396.4147236219915
78.24666468712749,88.5460608144204,844.037265478638,878.9877166356051,3512.252826997292
844.6199247346367,779.8082742007026,179.6235065013645,794.6123251932288,9144.229478658766
277.27697147418417,265.9975025046549,190.19361743914754,222.04813229580424,7385.949529179232
762.5961254775746,824.5334014738964,486.587559310521,327.07846310700785,3274.4060616451416
293.74505290084284,23.418341305586733,759.1650917795376,585.0739741755947,9282.31894081442
395.9511837980297,257.68358593874416,111.39489339616549,986.2102521542811,5132.4186265482385
721.3938765233365,42.717260627010866,491.1993006161729,710.9545106462472,8367.983943789628
90.57218562569092,597.3230531700319,634.7001956970702,336.2952915916312,3744.7865399337165
720.2439692803121,677.9324513330121,542.204207908756,613.4144660605135,7992.9500655533775
977.3399078380667,347.70195002889005,162.42474704435062,687.9938726842402,270.62664437873974
991.2282645938254,738.3139411151628,501.5734077135277,966.0598184688038,3356.667097562661
819.0233611122732,770.1517389163577,388.5889073381723,819.2375766692924,6944.352766620506
238.64139589042256,494.57898864914995,412.84175940636123,198.8596016111982,2889.1770129117435
853.0620595301506,557.2562235178531,438.0288078347121,991.9080949431461,6808.190422804981
278.1378396824915,397.3929814145125,592.9781074664896,536.5604621950042,2922.9046342258102
466.6454604176522,687.620738629342,422.1390454279904,243.00290209186315,3331.842714034222
796.8524533623425,194.96560273678477,112.29384775942253,732.0304376554794,2221.393931522412
460.39045358963784,95.46119172633671,682.2943740680357,563.1425626219475,7178.142951799366
